id,title,abstract,category_1,category_2,error
10.1101/2025.06.23.661031,Dendritic Polyglycerol Amine Substrate Extends the Viability of Mixed Glial Cultures for Repeated Isolation of Immature Oligodendrocyte Lineage Cells,"Primary mixed glial cultures are key tools to isolate and study astrocytes, microglia and oligodendrocytes. Cell-substrate adhesion is critical for neural cell survival and differentiation. Cationic p...",,,
10.1101/2025.06.23.661109,Heterosynaptic interactions between dorsal and ventral hippocampus in individual medium spiny neurons of the nucleus accumbens ventromedial shell,Establishing learned associations between rewarding stimuli and the context under which those rewards are encountered is critical for survival. Hippocampal input to the nucleus accumbens (NAc) is a ke...,,,
10.1101/2025.06.18.660420,Fundamental Sex Differences in Cocaine-Induced Plasticity of D1R- and D2R-MSNs in the Mouse Nucleus Accumbens Core,"BACKGROUNDPrevious studies have shown that cocaine-induced changes in nucleus accumbens shell (NAcSh) medium spiny neurons (MSNs) differ based on dopamine receptor subtype expression, the sex of the a...",,,
10.1101/2025.06.19.660474,Abnormal Elevated Connectivity During Language Processing is Associated with Poor Cognitive Performance in Children with Self-limited Epilepsy with Centrotemporal Spikes,"Self-Limited Epilepsy with Centrotemporal Spikes (SeLECTS) is associated with language impairments despite seizures originating in the motor cortex, suggesting aberrant cross-network interactions. Her...",Language Comprehension,,
10.1101/2025.06.22.660965,High-resolution whole-brain magnetic resonance spectroscopic imaging in youth at risk for psychosis,Recent developments in acquisition and reconstruction of 3-dimensional magnetic-resonance spectroscopic imaging (3D-MRSI) enable the high-resolution mapping of multiple neurometabolites in the whole-b...,,,
10.1101/2025.06.22.660938,Lie Detectors for Face Recognition,1Lie detection is important for government law enforcement. Current lie detection methods such as the polygraph test have been found to be unreliable (Meijer et al. 2017). New lie detection technology...,Face Recognition,,
10.1101/2025.06.20.660728,Multisensory integration for active mechanosensation in Drosophila flight,"To support robust behaviors in highly variable environments, animals rely on active sampling of their sensory surroundings. Here, we use tethered, flying Drosophila melanogaster and a multisensory beh...",Multisensory Integration,Sensorimotor Coordination,
10.1101/2025.06.23.661165,MAPseq2: a sensitive and cost-effective barcoded connectomics method,"The barcoded connectomics tool MAPseq enables highly multiplexed projection mapping of individual neurons by translating neuroanatomy into a DNA sequencing problem. Here we present MAPseq2, a user-fri...",,,
10.1101/2025.06.24.661247,Specific anterior-posterior brain-wide input patterns support specialized visuospatial processing in the mouse retrosplenial cortex,"The retrosplenial cortex (RSC) is a key integrative hub involved in spatial orientation, navigation, and cognitive processes. In rodents, RSC neurons carry rich sensory and navigational signals and ar...",Spatial Representation and Mapping,Multisensory Integration,
10.1101/2025.06.19.660550,A connectomics-based analysis of lamina monopolar cells reveals mechanisms of spatial processing in insect motion vision,"Many animals strongly rely on their sense of vision, as it provides information about the natural world with particularly high dimensionality. In insects, the first visual processing stage of the brai...",Visual Perception,Scene Understanding / Visual Reasoning,
10.1101/2025.06.23.661049,Two-Point Calibration Protocol for the FRET Indicator Pyronic in Neurons,"SignificancePyruvate is a nodal intermediate in cellular metabolism, positioned at the crossroads between glycolysis and fermentative metabolism. It is exchanged between the intracellular and extracel...",,,
10.1101/2025.06.20.659060,The origins of time: a systematic review of the neural signatures of temporal prediction in infancy,"From birth, individuals interpersonal dimension is underpinned by progressive learning of social interaction rules, their variations rooted in the temporal prediction of sensory events, and the infere...",Cognitive Timing & Predictive Modeling,,
10.1101/2025.06.23.661103,Attention is all you need (in the brain): semantic contextualization in human hippocampus,"In natural language, word meanings are contextualized, that is, modified by meanings of nearby words. Inspired by self-attention mechanisms in transformer-based large language models (LLMs), we hypoth...",Language Comprehension,Episodic Memory,
10.1101/2025.06.18.660335,Toward Crosstalk-free All-optical Interrogation of Neural Circuits,"All-optical interrogation, based on high-resolution two-photon stimulation and imaging, has emerged as a potentially transformative approach in neuroscience, allowing for the simultaneous precise mani...",,,
10.1101/2025.06.18.660440,TNF-α-induced type I IFN signalling decreases neurogenesis and drives T cell chemotaxis,"Adult hippocampal neurogenesis (AHN) is essential for learning, memory, and mood regulation, and its disruption is implicated in ageing, neurodegeneration, and mood disorders. However, the mechanisms ...",,,
10.1101/2025.06.18.660274,Predictive modeling of TMS-evoked responses: Unraveling instantaneous excitability states,Transcranial magnetic stimulation (TMS) combined with electroencephalography (EEG) and electromyography (EMG) provides a unique window into instantaneous cortical and corticospinal excitability states...,,,
10.1101/2025.06.18.660087,Modular Inter-brain Synchrony Network Associated with Social Difficulty in Autism Spectrum Disorder: a Graph Neural Network-Driven Hyperscanning Study,Understanding social difficulties in Autism Spectrum Disorder (ASD) remains challenging due to its neurobiological heterogeneity and the limited ecological validity of conventional neuroimaging method...,Social Functions,,
10.1101/2025.06.18.660291,Comparing Brain-Score and ImageNet performance with responses to the scintillating grid illusion,"Perceptual illusions are widely used to study brain processing, and are essential for elucidating underlying function. Successful brain models should then also be able to reproduce these illusions. So...",Visual Perception,,
10.1101/2025.06.18.660183,Stimulus effects dwarf task effects in human visual cortex,"Task context affects stimulus representations in human visual cortex, suggesting that visual representations are flexible. However, this interpretation is at odds with a major computational goal of th...",Visual Perception,Cognitive Flexibility,
10.1101/2025.06.18.660472,Botulinum Neurotoxin A1 Signaling in Pain Modulation within Human Sensory Neurons,"Botulinum neurotoxin type A1 (BoNT/A1) is an effective treatment for chronic migraine, but its direct mechanism of action on human sensory neurons has not been fully elucidated. While rodent studies o...",,,Not processed
10.1101/2025.06.18.660364,Neural Predictors of Functional Genomic Responses to Negative Social Evaluation in Adolescent Females,"BackgroundSocial stress--particularly when experienced during adolescence, can have a lasting impact on health and well-being. Among other key biological pathways, inflammatory and innate immune signa...",Social Functions,,
10.1101/2025.06.18.660484,Benefits of dual-tasking on implicit sensorimotor adaptation,Attention plays a crucial role in maintaining precision and effectiveness in goal-directed actions. Although there is evidence that dividing attention across tasks impairs performance in various domai...,Adaptive Error Correction,Attention,
10.1101/2025.06.18.660459,Xylazine exacerbates fentanyl-induced respiratory depression and prevents rescue by naloxone in mice,"Xylazine is a veterinary sedative and widespread adulterant of illicit opioids, where it is commonly combined with the highly potent synthetic {micro} opioid receptor (MOR) agonist fentanyl. Xylazine ...",,,
10.1101/2025.06.18.660368,The cost of cognition: Measuring the energy consumption of non-equilibrium computation,"In biological systems, survival is predicated on an animal being able to perform computations quickly on a minimal energy budget. What is the energy consumption of non-equilibrium brain computation, i...",,,
