id,title,abstract,category_1,category_2
10.5281/zenodo.15793997,"The Universal Entangled Collapse Field UECF: A Foundational Topology and New Scientific Law for Collapse, Recursion, and Emergence","This paper introduces the Universal Entangled Collapse Field (UECF) as a new scientific law and foundational topology that unifies recursion, collapse, and emergence across all domains of science. The...",,
10.31234/osf.io/qw2br,Concurrent testing improves attention generally and selectively during video lectures,"During lectures, students’ attention often shifts away from the current content toward unrelated thoughts; a state described as mind wandering (MW). These states are frequent, and can interfere with l...",Attention,
10.31234/osf.io/h2zwn,"Rehabilitating Jung's Cognitive Function Theory: A Framework for Integration with Contemporary Neuroscience, Artificial Intelligence, and Clinical Practice",Carl Jung's theory of cognitive functions has been marginalized in academic psychology due largely to fundamental distortions introduced by the Myers-Briggs Type Indicator (MBTI). This theoretical fra...,,
10.31234/osf.io/fxzhv,A Neuropsychological Exploration of a Society’s Ongoing Descent Into a Moral and Factual Abyss,"In the United States a regime of white, Christian, patriarchal nationalists headed by a charismatic political leader with dark triad traits has leveraged emotionally charged group identities and biase...",,
10.31234/osf.io/akvdn,Modeling White Matter Microstructure to Understand Individual Differences in Intelligence,"White matter microstructure is a candidate neurobiological substrate underlying individual differences in fluid intelligence, potentially through differences in neural information transfer. Yet, it re...",,
10.31234/osf.io/rkxu3,Discovering Unconscious Hierarchies:  Logical Inference from Clinical Incident Reports,"Abstract 
In reference to dual-process theories of cognition (e.g., Kahneman, 2011), 
which distinguish between intuitive (System 1) and analytical (System 2) processing, 
we propose a logical framewo...",Logical Reasoning,
10.31234/osf.io/dwfs6,"Quantum Resonance: Consciousness, Complexity, and the Harmonic Dimension",This investigation proposes a speculative theoretical framework for consciousness studies that positions awareness as a fundamental dimension of reality rather than an emergent property of neural comp...,,
10.31234/osf.io/2xvrf,"A Neurobiological Framework for Treatment-Resistant Atypical Depression: Integrating Sensory Processing Sensitivity, Social Defeat, and Inflammatory Pathways","Background: Atypical depression affects 15-30% of major depressive episodes, demonstrating poor response to SSRIs (20-40% response rates) compared to MAOIs (60-80%). A specific subset of individuals w...",,
10.31234/osf.io/mp2un,Effort and motivation to characterize mental fatigue: behavior and functional connectivity,"Despite its pervasive presence in the general population, mental fatigue remains difficult to tackle from a scientific point of view. A promising framework consists of conceptualizing fatigue and fati...",Motivational Drives,Decision-making
10.31234/osf.io/yur67,Desiderata for defining concepts for communication in scientific work,"When defining concepts for scientific work, researchers consider various desiderata (desired characteristics) that are derived from higher level meta-desiderata regarding accepted goals of scientific ...",,
10.31234/osf.io/xw9fg,"Baby brain? Evidence for no objective cognitive differences between mothers, fathers and non-parents in the post-partum period","Becoming a parent is a significant life transition, leading to extensive change and uncertainty in one’s daily environment. Parenthood is often thought to have adverse consequences across multiple cog...",,
10.31234/osf.io/5th7q,The Relative Theory of Self-Construction: A Structural Model of Consciousness Based on Dual Mental Worlds,"This paper introduces the Relative Theory of Self-Construction (RTSC), a structural model of consciousness grounded in the axiom that “the boundary between self and other is absolute.” Based on this p...",,
10.31234/osf.io/utd7p,Mood During Consolidation Retroactively Biases Memory for Past Emotional Events,"Mood-congruent memory (MCM) is a well-established phenomenon that occurs when emotional memory is biased towards content affectively congruent with a past or current mood. To date, however, a majority...",Episodic Memory,
10.31234/osf.io/9cu2z,"A Neuro-Inspired Computational Framework for AGI: Predictive Coding, Active Inference, and Free Energy Minimisation","This paper proposes that foundational principles from theoretical neuroscience - predictive coding, the Free Energy Principle (FEP), and variational inference - offer a biologically grounded framework...",,
10.31234/osf.io/ye739,"La mayoría de las ‘mentiras’ no son mentiras: la fantasía proyectiva como mecanismo natural explicado desde la neurociencia, la evolución y el psicoanálisis, y cómo comprenderla reduce la culpa y mejora nuestras relaciones","La fantasía proyectiva es un proceso inconsciente mediante el cual la mente genera o sostiene narrativas que distorsionan la realidad, no con intención de engaño deliberado, sino como recurso adaptati...",,
10.31234/osf.io/9u2ke,Has AI Surpassed Humans in Creative Idea Generation? A Meta-Analysis,"Has AI surpassed humans in creative idea generation? This question has gained traction as generative AI (GenAI) has become widely used to support creativity. To evaluate this, we examined the first wa...",,
10.31234/osf.io/6pcw2,Inwardly focused cognitive style as a link between Mental imagery and Mental Health,"Variations in mental imagery ability has been linked to various emotional, cognitive and personality measures. However, a comprehensive theoretical framework is missing to account for these associatio...",,
10.31234/osf.io/yh8f3,Increased generalisation in trait anxiety is driven by aversive value transfer not reduced perceptual discrimination,Anxiety has been linked to increased generalisation of threat expectations to perceptually similar stimuli. Such generalisation can arise either from a failure to distinguish threatening from non-thre...,Reward Mechanisms,
10.31234/osf.io/42fmv,Phase confusion: how inconsistent cardiac labelling obscures interoception research,"Research on the interaction between interoception and external sensory processing has expanded rapidly, particularly in how stimulus processing is influenced by concurrent cardiac phases (systole and ...",,
10.31234/osf.io/3d5ya,Protocolo CEIEC – Coherencia Expresiva en Estructuras Complejas,"Este artículo explora cómo las estructuras cognitivas-emocionales complejas presentan patrones de gesticulación más medida y controlada, en comparación con estructuras simples, como resultado de mayor...",,
10.31234/osf.io/f42dv,Desarrollo de Asertividad Empática: Protocolo Práctico para la Mejora de la Comunicación Interpersonal,"La asertividad empática, definida como la capacidad de expresar pensamientos y emociones con honestidad y respeto hacia uno mismo y los demás, es esencial para el desarrollo de relaciones interpersona...",,
10.31234/osf.io/hp632,Attention Schema-Modulated Binding Theory: A Single Falsifiable Criterion for Access Consciousness,"Background: The persistence of consciousness across continuous molecular turnover of
neural tissue requires substrate-independent computational accounts that specify when
consciousness occurs and prov...",Attention,
10.31234/osf.io/95jku,Sensorimotor adaptation to a nonuniform formant perturbation is preserved in healthy aging,Young adult speakers can be induced to increase the acoustic contrast between vowels through exposure to a non-uniform auditory “centralization” feedback perturbation that makes vowels sound less dist...,Adaptive Error Correction,
10.31234/osf.io/xykj2,The Psychiatric Genomics Consortium: Discoveries and Directions,The Psychiatric Genomics Consortium (PGC) has fueled discoveries of common and rare genetic variation contributing to liability to many psychiatric and neurodevelopmental conditions. This narrative re...,,
10.31234/osf.io/v6n35,"Explainable and Generalizable Decoding of Auditory Selective Attention from Short, Single-trial EEG for Neurofeedback Training",Difficulty understanding speech in noisy environments is partly due to problems with auditory selective attention—a process that enhances the neural representation of target sounds over competing soun...,Attention,
10.31234/osf.io/tksdx,Técnica de Observación Estructural en Tiempo Real (TOETR): Intervención Transdiagnóstica para Apego Inseguro con Fundamento Neurobiológico y Blindaje Universal,"La Técnica de Observación Estructural en Tiempo Real (TOETR) es un método clínico basado en teorías del apego (Bowlby, 1969), mentalización (Fonagy &amp; Target, 1997) y neurobiología interpersonal (S...",,
10.31234/osf.io/t6z57,La Trascendencia Clínica y Sistémica de la Salud Emocional en Líderes Complejos: Un Modelo NeuroSymbolyk®,"La presente disertación propone un modelo clínico-simbólico para la atención especializada de estructuras complejas con rasgos de liderazgo, integrando hallazgos de neurociencias, teorías de redes soc...",,
